Id,Response
11430,7
11431,7
11432,7
11433,3
11435,7
11437,7
11439,7
11441,5
11444,6
11447,7
11458,1
11461,7
11464,5
11467,6
11471,7
11476,6
11477,0
11480,6
11485,3
11487,7
11489,7
11500,1
11502,3
11509,7
11518,1
11521,5
11523,7
11526,1
11528,5
11534,5
11542,5
11548,7
11550,7
11551,5
11552,4
11565,0
11566,7
11570,5
11572,5
11584,7
11588,5
11592,5
11598,6
11604,7
11606,7
11607,7
11609,7
11613,4
11615,7
11616,7
11617,4
11619,7
11621,7
11622,7
11623,5
11625,4
11629,7
11634,4
11637,7
11642,7
11657,5
11663,7
11666,4
11671,7
11681,5
11683,5
11694,7
11697,7
11700,7
11703,7
11713,1
11721,7
11725,6
11729,6
11736,7
11739,7
11740,5
11744,3
11750,7
11752,6
11753,5
11754,6
11759,6
11760,7
11767,7
11772,6
11776,0
11780,7
11783,5
11786,7
11790,7
11792,4
11797,6
11799,7
11801,7
11807,5
11813,6
11818,7
11835,4
11842,0
11843,6
11850,7
11861,7
11868,7
11871,5
11877,6
11887,6
11891,7
11897,7
11900,7
11906,5
11911,7
11913,4
11914,7
11915,7
11921,1
11925,1
11926,5
11932,7
11933,7
11936,5
11939,7
11941,4
11946,1
11947,7
11953,3
11958,4
11959,5
11960,7
11961,5
11962,4
11977,7
11978,7
11985,7
11986,7
11992,3
11997,7
12001,7
12006,5
12010,7
12017,7
12019,7
12041,6
12044,5
12050,1
12055,5
12062,7
12064,7
12068,5
12072,7
12073,7
12077,5
12080,1
12082,5
12088,7
12090,3
12092,6
12093,7
12094,7
12099,1
12106,5
12115,7
12124,7
12128,7
12132,4
12139,3
12147,7
12154,7
12162,6
12167,1
12169,7
12170,7
12171,7
12173,7
12178,7
12180,5
12182,5
12185,6
12195,5
12198,7
12204,7
12205,7
12206,5
12207,3
12209,5
12212,6
12215,6
12230,7
12236,5
12241,7
12244,5
12246,5
12261,7
12262,7
12265,3
12267,7
12268,7
12276,5
12279,6
12292,1
12295,3
12297,5
12308,7
12312,7
12317,7
12318,4
12321,7
12326,7
12328,7
12331,5
12336,4
12341,7
12343,3
12345,7
12349,7
12350,0
12353,6
12354,7
12361,4
12366,7
12380,7
12381,7
12386,6
12393,7
12396,7
12397,0
12401,4
12404,5
12410,1
12413,7
12417,7
12423,7
12428,7
12431,5
12433,7
12436,7
12440,6
12441,5
12448,3
12450,7
12452,4
12454,6
12457,7
12458,5
12459,6
12460,5
12472,7
12481,7
12483,7
12485,7
12486,5
12490,5
12499,4
12501,7
12506,7
12507,7
12512,5
12513,4
12515,7
12521,7
12526,7
12538,7
12542,5
12547,7
12548,5
12549,7
12553,5
12554,6
12556,4
12561,6
12562,5
12563,7
12565,4
12568,7
12569,7
12570,5
12577,5
12578,4
12582,5
12583,7
12597,5
12601,7
12606,5
12607,6
12619,5
12622,5
12625,6
12631,7
12635,6
12636,7
12641,1
12643,7
12651,7
12655,7
12660,7
12664,7
12677,7
12681,6
12683,6
12688,7
12689,4
12693,7
12694,7
12696,3
12707,1
12716,5
12720,4
12734,4
12735,7
12738,7
12741,3
12746,5
12753,6
12758,5
12760,7
12768,7
12771,6
12776,5
12780,5
12790,6
12792,4
12793,5
12795,7
12796,7
12797,4
12800,4
12803,7
12807,5
12809,5
12812,5
12816,5
12818,5
12819,1
12823,7
12825,5
12827,7
12829,5
12830,7
12838,7
12839,7
12843,4
12847,5
12848,7
12871,1
12873,5
12874,5
12875,5
12883,7
12890,4
12895,7
12900,5
12901,7
12902,7
12903,5
12904,1
12905,1
12908,7
12911,7
12912,5
12924,6
12930,1
12941,7
12950,7
12951,7
12956,5
12958,7
12967,4
12968,7
12980,7
12982,7
12983,5
12988,4
12996,7
12999,7
13005,0
13008,5
13009,4
13011,4
13012,5
13013,6
13015,7
13016,7
13018,1
13021,7
13024,7
13026,7
13031,5
13032,5
13034,7
13036,6
13039,6
13040,5
13043,5
13044,6
13060,3
13065,4
13075,7
13080,6
13088,4
13095,7
13102,5
13105,7
13107,3
13111,5
13112,1
13120,7
13122,7
13123,7
13124,7
13130,7
13132,7
13140,7
13142,5
13143,4
13144,2
13148,7
13151,7
13154,6
13166,7
13169,0
13175,6
13177,0
13178,7
13179,4
13182,5
13186,6
13188,7
13193,5
13199,3
13206,6
13216,7
13218,7
13228,7
13231,7
13235,0
13246,7
13253,7
13256,7
13259,7
13262,5
13266,4
13269,5
13271,0
13273,7
13274,6
13283,5
13288,7
13296,5
13297,7
13305,5
13312,7
13316,7
13319,7
13320,5
13328,7
13329,7
13335,5
13338,1
13340,7
13344,5
13345,5
13347,0
13350,6
13352,7
13354,1
13362,0
13368,7
13371,7
13374,7
13376,4
13377,5
13381,7
13385,7
13387,5
13395,5
13399,5
13406,7
13407,7
13411,7
13412,7
13422,7
13425,5
13427,4
13431,7
13438,7
13444,7
13445,7
13451,6
13454,1
13459,7
13465,1
13466,1
13472,5
13474,0
13478,7
13480,7
13483,7
13486,5
13499,7
13507,5
13511,5
13521,6
13522,5
13539,0
13541,7
13552,6
13556,4
13557,7
13561,1
13564,4
13573,6
13580,5
13583,5
13584,5
13585,1
13589,7
13590,5
13599,7
13601,5
13604,7
13611,7
13623,0
13629,4
13630,5
13632,7
13633,7
13636,7
13637,7
13644,1
13649,7
13652,7
13657,7
13661,7
13662,7
13664,1
13666,5
13680,5
13681,7
13684,6
13687,4
13689,1
13691,7
13692,5
13697,7
13701,6
13703,5
13709,1
13710,6
13712,7
13720,5
13721,2
13725,7
13728,5
13732,7
13736,6
13740,7
13744,7
13746,7
13750,5
13751,7
13754,7
13756,5
13764,5
13767,7
13776,7
13778,7
13784,7
13788,7
13789,4
13794,5
13798,5
13804,7
13806,0
13807,5
13808,7
13811,7
13831,4
13836,7
13840,7
13841,5
13843,7
13848,5
13851,7
13858,7
13865,1
13869,5
13871,5
13872,7
13873,7
13874,0
13876,5
13884,5
13893,6
13897,7
13907,5
13912,7
13917,4
13932,7
13933,5
13939,4
13942,7
13943,6
13954,7
13956,7
13960,6
13964,6
13965,5
13967,5
13971,3
13972,7
13973,5
13974,7
13976,7
13979,0
13990,5
13994,6
14008,5
14016,7
14023,7
14032,5
14035,7
14038,7
14040,7
14045,5
14052,7
14054,7
14056,5
14076,4
14078,4
14080,7
14085,7
14089,5
14090,7
14091,6
14096,1
14105,7
14108,7
14110,7
14117,0
14118,4
14119,1
14120,7
14122,4
14123,4
14124,6
14125,3
14135,6
14136,6
14138,7
14144,4
14146,3
14151,7
14163,7
14179,7
14181,3
14186,7
14190,5
14197,7
14198,5
14202,5
14203,5
14205,7
14208,7
14211,7
14220,7
14223,7
14227,7
14228,2
14237,5
14238,5
14240,3
14252,7
14254,6
14257,6
14260,6
14264,5
14266,6
14272,7
14273,5
14276,7
14277,3
14278,4
14279,5
14305,7
14313,5
14316,7
14318,0
14322,5
14334,2
14342,7
14346,7
14348,5
14350,7
14357,7
14359,6
14361,7
14363,7
14366,7
14371,5
14372,5
14375,3
14378,7
14380,7
14382,2
14384,7
14385,5
14388,7
14389,6
14391,5
14392,5
14402,5
14412,7
14414,5
14427,0
14428,7
14443,4
14449,6
14453,1
14460,5
14462,7
14465,5
14468,7
14472,7
14474,7
14475,7
14477,7
14479,5
14482,7
14489,7
14497,6
14500,7
14508,7
14509,7
14522,7
14525,4
14538,7
14539,1
14541,7
14543,5
14544,4
14549,4
14550,0
14552,7
14556,7
14563,6
14564,5
14566,1
14572,5
14574,5
14575,5
14579,7
14582,7
14585,6
14591,5
14592,7
14595,7
14604,3
14607,7
14612,7
14616,3
14618,1
14632,7
14633,5
14634,4
14635,6
14650,7
14657,1
14661,7
14662,7
14664,7
14672,7
14677,7
14681,6
14684,7
14689,7
14697,5
14700,3
14701,7
14717,7
14721,7
14733,7
14735,1
14737,5
14739,0
14740,7
14748,7
14750,7
14752,6
14754,6
14755,7
14763,5
14765,5
14779,5
14782,4
14785,7
14790,5
14792,7
14801,7
14812,5
14813,5
14816,7
14817,7
14819,5
14823,6
14831,7
14836,6
14838,5
14840,5
14844,7
14849,5
14851,5
14852,7
14858,5
14859,6
14862,5
14863,5
14869,5
14879,7
14882,6
14885,7
14890,7
14893,0
14897,7
14898,7
14901,0
14902,7
14917,0
14922,7
14924,6
14934,7
14940,7
14941,7
14945,0
14948,3
14956,1
14962,7
14963,7
14966,7
14972,7
14974,7
14977,7
14980,7
14990,6
14991,3
14998,0
15000,7
15014,7
15021,5
15025,7
15031,6
15036,7
15042,7
15047,0
15049,7
15055,6
15058,7
15059,7
15061,5
15069,6
15070,6
15072,7
15077,4
15085,7
15101,5
15105,2
15107,1
15108,7
15109,7
15111,5
15112,7
15113,4
15122,7
15128,4
15129,7
15131,7
15135,5
15136,5
15138,7
15140,7
15151,1
15160,7
15170,5
15171,1
15177,1
15184,4
15187,7
15195,7
15196,1
15202,1
15203,7
15205,5
15220,5
15222,7
15224,7
15226,6
15229,7
15232,7
15234,7
15250,7
15254,7
15258,5
15260,5
15261,7
15272,0
15276,7
15278,7
15282,7
15289,6
15290,6
15294,7
15298,7
15300,0
15304,5
15307,7
15308,5
15314,7
15322,7
15323,4
15330,7
15333,0
15334,4
15335,7
15341,5
15342,5
15343,4
15345,7
15346,7
15355,6
15356,7
15360,5
15364,5
15368,6
15389,4
15398,7
15400,1
15401,4
15405,7
15406,5
15408,7
15414,5
15416,0
15417,7
15428,4
15431,7
15434,7
15436,5
15437,7
15438,0
15440,5
15448,7
15449,4
15450,5
15451,7
15454,7
15459,7
15466,6
15468,4
15475,5
15478,7
15482,5
15483,7
15485,7
15494,7
15497,7
15504,5
15507,7
15519,7
15520,4
15521,7
15524,5
15534,7
15539,7
15540,7
15541,7
15543,7
15547,6
15548,7
15551,7
15563,7
15565,6
15569,7
15570,7
15572,6
15575,5
15584,5
15585,6
15587,7
15588,4
15592,7
15593,4
15599,4
15603,4
15605,7
15606,7
15607,7
15622,7
15623,3
15628,7
15630,0
15632,7
15635,7
15642,7
15643,7
15647,5
15648,5
15651,6
15652,7
15655,5
15656,5
15657,7
15659,5
15663,7
15664,4
15665,7
15666,7
15667,7
15672,5
15676,7
15685,5
15697,7
15705,5
15706,7
15715,7
15720,6
15724,2
15725,5
15726,7
15729,7
15731,5
15745,6
15753,3
15754,4
15760,6
15763,5
15764,3
15767,7
15770,6
15772,6
15777,5
15781,7
15784,7
15785,7
15799,5
15803,5
15805,5
15806,7
15808,7
15810,4
15816,5
15818,5
15824,6
15825,5
15827,7
15834,0
15835,7
15837,7
15839,7
15843,5
15845,6
15850,4
15852,7
15853,0
15864,5
15866,4
15868,0
15869,7
15876,7
15877,5
15882,3
15891,1
15900,6
15905,7
15913,7
15918,6
15925,5
15933,3
15936,4
15939,4
15940,7
15944,3
15945,6
15950,7
15951,5
15958,5
15971,4
15972,5
15976,6
15979,2
15980,0
15984,7
15985,3
15986,7
15987,5
15988,7
15990,7
15991,7
15993,5
16008,6
16009,7
16011,5
16016,5
16022,5
16024,4
16025,4
16031,5
16032,5
16036,7
16039,7
16043,6
16044,4
16046,1
16051,5
16052,6
16056,0
16057,7
16061,0
16067,5
16070,5
16073,4
16075,7
16076,7
16079,7
16081,6
16082,7
16083,6
16086,7
16088,7
16094,6
16097,4
16099,5
16102,7
16107,7
16112,7
16115,0
16119,7
16120,5
16123,0
16128,7
16134,5
16138,7
16141,7
16142,7
16144,4
16154,6
16155,5
16159,5
16161,7
16163,5
16168,6
16169,7
16170,5
16173,5
16175,5
16176,7
16177,5
16182,0
16183,7
16186,5
16188,7
16194,6
16201,1
16204,6
16205,7
16208,4
16212,7
16213,7
16221,6
16227,5
16231,0
16233,7
16234,1
16235,7
16238,5
16239,6
16245,3
16247,6
16248,1
16252,5
16257,7
16259,7
16260,3
16262,7
16264,5
16268,5
16273,5
16277,7
16284,7
16290,7
16291,7
16304,7
16307,7
16309,5
16310,4
16317,5
16319,5
16323,5
16329,6
16340,4
16345,7
16348,7
16350,6
16353,7
16363,7
16364,7
16366,1
16379,1
16387,7
16390,4
16392,5
16393,7
16396,6
16398,5
16400,7
16403,7
16409,6
16414,7
16417,4
16418,5
16420,0
16421,7
16422,7
16430,1
16432,5
16433,5
16434,7
16435,7
16436,5
16444,7
16451,7
16458,7
16463,7
16466,5
16469,5
16471,7
16475,5
16480,7
16481,5
16486,1
16489,7
16493,1
16499,7
16507,7
16509,5
16514,4
16515,7
16518,7
16520,4
16525,7
16531,4
16532,5
16534,6
16537,5
16538,5
16539,5
16540,3
16549,7
16558,7
16560,4
16569,2
16571,6
16574,7
16581,4
16583,7
16590,7
16594,7
16616,4
16617,0
16619,7
16623,7
16629,0
16634,7
16640,0
16641,0
16642,7
16650,1
16656,3
16658,4
16664,0
16671,7
16676,7
16678,7
16685,4
16693,5
16695,7
16698,7
16702,7
16708,7
16713,5
16727,7
16728,5
16736,7
16743,4
16746,7
16751,5
16752,7
16754,7
16775,5
16782,5
16783,7
16785,7
16796,0
16797,5
16804,5
16814,7
16816,7
16819,1
16828,0
16834,0
16836,5
16840,7
16841,5
16844,6
16845,0
16860,6
16867,7
16869,7
16878,5
16879,5
16885,4
16897,7
16904,6
16905,7
16911,5
16912,4
16916,7
16918,7
16923,7
16927,7
16932,7
16938,0
16939,7
16944,5
16948,7
16956,7
16961,5
16964,1
16966,7
16971,7
16972,7
16978,7
16983,7
16989,7
16990,7
16992,2
16994,6
16997,6
17002,5
17008,5
17015,7
17018,0
17019,7
17026,2
17029,6
17035,1
17038,5
17044,1
17047,4
17051,4
17054,2
17055,7
17070,7
17073,6
17075,6
17078,7
17079,7
17080,5
17081,3
17082,7
17084,4
17090,7
17091,1
17103,7
17120,1
17128,7
17129,5
17130,6
17133,6
17135,5
17136,6
17138,5
17164,4
17165,1
17175,7
17176,4
17189,7
17191,5
17193,7
17194,6
17201,7
17203,4
17208,5
17212,7
17213,5
17214,7
17215,7
17219,7
17225,7
17226,3
17227,7
17233,7
17235,2
17245,7
17254,7
17258,7
17261,4
17262,6
17263,5
17265,5
17273,7
17276,7
17278,6
17281,6
17284,4
17287,7
17290,7
17292,6
17298,6
17299,7
17300,7
17301,7
17302,5
17311,4
17314,6
17321,7
17322,7
17324,5
17328,7
17331,7
17332,6
17337,5
17343,7
17344,4
17345,7
17348,7
17354,4
17362,7
17363,7
17365,7
17376,7
17383,5
17385,7
17391,1
17394,5
17395,7
17396,5
17401,7
17404,7
17405,7
17407,4
17411,7
17424,1
17427,6
17435,5
17438,5
17440,7
17444,7
17445,7
17449,7
17456,7
17458,5
17459,7
17468,7
17470,3
17472,6
17477,1
17479,6
17483,7
17485,7
17492,7
17493,5
17496,5
17499,7
17506,7
17507,4
17513,7
17516,7
17520,3
17524,7
17528,7
17538,7
17541,5
17545,3
17546,5
17552,7
17553,4
17555,1
17565,5
17567,5
17571,6
17573,7
17574,7
17580,3
17582,5
17598,7
17602,6
17606,1
17607,7
17623,5
17632,7
17633,7
17643,5
17646,7
17647,7
17648,7
17657,7
17658,7
17659,7
17667,7
17670,7
17677,7
17678,3
17680,5
17683,3
17684,7
17688,5
17689,5
17693,7
17694,7
17701,7
17702,7
17703,4
17704,7
17708,7
17710,5
17711,5
17712,7
17714,7
17715,6
17716,7
17718,7
17720,1
17724,4
17729,7
17731,7
17734,5
17741,6
17742,5
17744,5
17746,4
17749,7
17752,0
17753,7
17756,5
17757,7
17758,5
17766,4
17769,7
17778,7
17780,6
17781,5
17794,0
17801,3
17805,7
17811,5
17820,7
17824,5
17827,4
17830,7
17832,7
17838,5
17839,5
17840,5
17850,7
17856,7
17859,6
17861,7
17864,6
17868,4
17869,1
17871,3
17872,5
17874,7
17884,5
17885,7
17886,7
17887,5
17892,6
17893,2
17894,7
17897,7
17905,0
17908,7
17913,5
17915,1
17918,4
17922,6
17923,5
17924,5
17925,5
17929,7
17938,4
17940,7
17941,0
17944,4
17953,1
17956,1
17960,5
17965,7
17969,4
17973,1
17977,5
17979,7
17981,5
17982,7
17984,2
17986,7
17989,4
17997,5
17998,6
18000,7
18004,4
18010,3
18012,7
18013,3
18015,2
18027,7
18029,7
18034,6
18043,7
18049,4
18050,7
18053,7
18058,0
18061,1
18063,0
18065,4
18066,4
18071,7
18077,7
18078,7
18083,7
18086,6
18089,7
18096,5
18105,7
18106,7
18107,1
18109,5
18111,7
18115,6
18123,7
18124,5
18125,7
18126,5
18127,7
18132,7
18133,6
18136,6
18145,5
18146,7
18161,7
18166,7
18168,6
18176,7
18177,5
18178,7
18183,7
18184,7
18186,7
18192,7
18193,4
18197,6
18198,4
18204,7
18206,6
18207,4
18211,7
18212,6
18216,0
18223,7
18225,4
18227,7
18228,5
18229,7
18233,4
18244,4
18248,7
18251,4
18253,7
18256,1
18262,5
18269,5
18270,5
18274,5
18275,7
18283,7
18285,7
18291,4
18292,3
18293,7
18294,7
18297,5
18299,7
18302,6
18309,4
18311,7
18313,7
18326,7
18331,7
18335,7
18336,7
18337,6
18342,7
18351,5
18358,7
18359,5
18361,1
18362,7
18367,1
18369,4
18370,7
18374,5
18376,7
18377,5
18378,5
18380,7
18381,7
18383,6
18389,7
18390,5
18393,7
18394,5
18398,4
18400,6
18404,7
18406,0
18407,5
18410,4
18411,4
18412,7
18413,7
18416,7
18422,5
18427,7
18428,5
18430,4
18437,1
18438,5
18443,7
18445,6
18446,0
18453,5
18457,7
18459,5
18460,7
18462,5
18464,5
18469,3
18473,5
18474,5
18479,0
18480,5
18481,7
18484,5
18487,7
18492,4
18502,0
18504,5
18509,7
18512,7
18515,7
18517,1
18521,7
18537,7
18538,4
18542,6
18543,5
18546,5
18549,5
18552,5
18558,5
18560,6
18562,7
18566,7
18568,7
18569,7
18570,1
18571,7
18575,5
18576,3
18585,7
18587,7
18588,6
18589,7
18590,6
18596,7
18597,7
18600,5
18612,7
18615,6
18620,7
18624,5
18629,7
18632,4
18636,6
18637,5
18638,6
18639,7
18640,5
18643,3
18645,7
18646,7
18653,6
18656,7
18662,1
18666,5
18668,5
18671,7
18672,7
18673,7
18677,6
18680,4
18681,4
18683,7
18687,2
18689,7
18691,7
18703,7
18706,5
18715,7
18720,7
18722,1
18737,7
18738,6
18742,7
18744,3
18774,5
18784,0
18785,5
18787,7
18788,4
18798,7
18799,4
18802,7
18810,4
18811,6
18813,4
18816,7
18819,6
18821,7
18823,7
18828,5
18831,4
18833,7
18835,6
18840,4
18843,7
18846,5
18852,7
18867,7
18871,5
18872,7
18879,1
18880,7
18886,5
18888,7
18889,4
18897,7
18898,7
18900,5
18901,5
18908,4
18921,2
18923,7
18932,7
18939,7
18949,5
18951,5
18957,5
18958,1
18975,7
18982,7
18987,5
18990,7
18991,1
18999,1
19008,6
19010,7
19012,7
19014,5
19016,0
19017,7
19018,7
19024,5
19025,7
19030,7
19032,6
19034,4
19041,7
19042,3
19043,5
19045,5
19047,2
19048,6
19050,7
19051,7
19057,7
19060,7
19063,3
19069,7
19073,1
19074,7
19078,5
19080,5
19082,6
19096,1
19104,4
19105,5
19108,7
19112,6
19114,4
19127,1
19128,4
19129,7
19130,0
19131,7
19140,5
19145,5
19147,7
19148,5
19151,5
19160,5
19163,5
19164,7
19168,7
19171,7
19175,4
19180,5
19181,7
19189,5
19191,5
19193,4
19200,1
19202,4
19203,5
19205,5
19206,6
19207,7
19209,7
19213,7
19240,4
19241,7
19243,0
19247,5
19248,7
19252,0
19254,1
19272,1
19273,4
19285,4
19289,7
19295,5
19298,5
19301,7
19304,7
19315,5
19316,5
19317,5
19318,7
19321,4
19322,7
19325,6
19333,5
19341,7
19342,6
19346,5
19348,7
19351,7
19354,7
19356,4
19374,7
19375,7
19376,0
19380,6
19386,5
19388,7
19389,6
19393,7
19398,7
19399,7
19403,5
19406,7
19410,7
19416,7
19417,7
19422,5
19427,1
19436,7
19440,4
19442,7
19443,7
19446,3
19447,6
19456,7
19460,5
19468,6
19469,5
19470,7
19475,1
19478,7
19481,1
19482,6
19488,7
19490,5
19491,5
19497,7
19502,6
19504,5
19508,5
19511,3
19518,7
19520,7
19522,7
19530,7
19542,5
19544,0
19546,0
19547,7
19549,7
19552,5
19556,7
19559,7
19562,5
19564,3
19567,7
19568,7
19580,5
19581,7
19582,7
19585,5
19591,5
19594,5
19598,6
19602,7
19612,5
19613,5
19618,5
19623,6
19624,5
19628,6
19629,7
19631,7
19633,5
19636,7
19637,0
19641,7
19642,4
19655,7
19656,6
19658,7
19664,7
19665,7
19667,5
19668,7
19669,5
19673,7
19675,7
19676,5
19678,5
19680,0
19683,7
19684,7
19692,5
19698,2
19700,4
19702,5
19705,5
19706,7
19707,5
19711,7
19714,7
19718,6
19720,7
19735,2
19736,6
19741,5
19744,7
19745,7
19748,6
19750,7
19763,5
19767,7
19775,7
19778,7
19779,0
19782,7
19784,7
19785,4
19786,6
19788,7
19789,7
19791,1
19792,6
19794,1
19796,6
19802,3
19803,7
19804,4
19806,7
19812,7
19816,6
19818,7
19819,7
19820,6
19821,4
19823,6
19830,7
19834,2
19838,7
19841,7
19843,7
19847,6
19848,7
19850,2
19854,4
19861,6
19865,7
19866,7
19869,1
19871,7
19877,2
19885,7
19886,5
19888,7
19889,5
19895,7
19896,6
19899,5
19901,6
19907,1
19909,1
19910,6
19911,5
19918,7
19919,7
19928,1
19931,7
19944,1
19948,7
19956,7
19957,6
19961,4
19964,7
19965,3
19969,5
19978,6
19982,7
19983,5
19987,5
19988,4
19989,7
19992,7
19995,6
19996,7
20009,4
20017,7
20025,7
20032,7
20034,6
20039,0
20042,2
20044,6
20048,5
20051,7
20056,5
20064,7
20065,6
20069,4
20073,6
20087,5
20088,7
20097,6
20098,7
20106,7
20108,5
20113,4
20117,7
20119,7
20120,5
20122,0
20125,5
20126,6
20127,5
20131,5
20133,4
20136,2
20137,5
20144,4
20146,7
20147,4
20149,5
20158,3
20164,5
20170,0
20172,4
20175,5
20182,1
20187,5
20197,5
20199,7
20201,7
20204,7
20216,7
20221,5
20224,7
20226,5
20227,5
20230,5
20232,5
20235,6
20237,4
20240,7
20243,7
20245,5
20246,4
20250,7
20256,5
20261,3
20274,7
20280,7
20281,5
20282,1
20283,4
20291,5
20294,7
20300,3
20301,5
20306,6
20307,6
20311,5
20318,5
20319,7
20321,5
20324,6
20327,7
20328,5
20330,7
20332,7
20333,5
20334,7
20343,7
20354,5
20358,7
20368,7
20369,4
20371,5
20374,7
20379,7
20380,5
20385,5
20391,7
20392,6
20393,7
20394,5
20404,5
20413,5
20414,4
20418,2
20422,5
20428,0
20431,5
20435,1
20439,1
20454,5
20460,7
20462,3
20464,7
20477,7
20482,5
20484,2
20487,5
20505,7
20506,7
20507,7
20512,6
20514,1
20515,4
20517,7
20522,7
20523,7
20524,7
20525,6
20530,4
20544,6
20545,7
20552,7
20554,6
20557,5
20564,6
20568,4
20570,5
20579,0
20586,5
20591,5
20597,7
20602,7
20608,3
20609,7
20618,5
20619,7
20636,7
20640,7
20646,6
20654,7
20656,6
20661,7
20664,7
20665,7
20666,5
20671,7
20694,5
20695,5
20704,7
20705,5
20707,7
20710,7
20711,0
20712,7
20714,5
20722,5
20732,7
20738,7
20745,7
20746,7
20747,6
20751,7
20755,6
20762,7
20763,5
20769,7
20774,5
20780,7
20782,7
20783,4
20784,1
20811,4
20812,3
20814,7
20825,7
20827,7
20828,1
20830,5
20833,5
20835,7
20843,1
20846,0
20847,1
20849,6
20851,0
20858,7
20863,7
20870,3
20875,6
20879,7
20881,6
20887,3
20892,7
20895,5
20903,1
20905,1
20907,7
20908,7
20912,4
20915,7
20917,5
20918,6
20923,7
20924,7
20925,7
20927,7
20935,3
20937,5
20943,4
20945,6
20949,7
20950,7
20964,7
20970,5
20980,7
20990,5
20991,6
20996,7
21000,7
21002,5
21004,4
21011,7
21014,7
21015,5
21022,5
21026,0
21037,1
21038,2
21039,7
21061,7
21063,7
21065,5
21069,5
21071,5
21084,7
21086,6
21087,1
21089,6
21094,7
21095,7
21098,7
21103,5
21105,7
21106,7
21108,7
21109,5
21111,7
21112,7
21120,7
21125,7
21141,7
21142,7
21144,6
21146,6
21150,7
21159,7
21165,0
21166,3
21180,7
21183,7
21186,7
21187,6
21189,7
21193,7
21194,7
21205,7
21208,7
21209,5
21210,6
21211,5
21214,7
21221,1
21228,6
21235,5
21239,7
21242,7
21244,4
21245,4
21251,7
21260,7
21267,1
21269,7
21275,5
21281,7
21282,4
21286,1
21287,7
21292,0
21294,7
21305,1
21323,5
21329,7
21331,6
21332,7
21334,7
21340,1
21344,6
21346,7
21347,6
21348,5
21354,7
21365,7
21367,6
21368,7
21369,6
21371,7
21377,7
21379,7
21381,7
21382,4
21383,7
21387,5
21390,7
21394,4
21395,5
21397,4
21399,7
21400,6
21401,7
21402,5
21405,4
21406,7
21409,5
21411,7
21412,7
21416,6
21421,5
21422,5
21425,7
21428,7
21431,6
21434,5
21436,5
21444,6
21448,7
21453,7
21457,6
21461,7
21476,7
21480,1
21484,3
21489,1
21490,5
21494,5
21496,6
21506,4
21508,2
21515,6
21516,4
21517,7
21524,7
21543,7
21558,6
21559,0
21566,7
21572,6
21575,7
21578,5
21589,5
21595,6
21596,5
21605,7
21621,5
21628,7
21630,7
21632,7
21643,7
21645,7
21652,1
21660,6
21661,7
21664,1
21665,0
21666,3
21669,7
21673,7
21674,5
21675,5
21676,7
21680,5
21688,5
21693,4
21695,1
21697,0
21699,7
21705,7
21706,6
21707,0
21709,5
21711,1
21712,6
21717,5
21722,7
21726,1
21731,5
21732,5
21744,7
21745,7
21752,7
21759,5
21763,7
21765,3
21772,5
21779,5
21787,5
21790,3
21793,7
21794,5
21799,7
21809,4
21816,4
21819,5
21822,7
21837,1
21838,5
21839,4
21846,5
21848,4
21849,7
21856,5
21858,4
21866,7
21870,7
21873,7
21878,5
21881,7
21887,5
21890,7
21897,7
21902,7
21909,1
21915,7
21918,5
21920,7
21923,5
21924,5
21929,7
21933,5
21944,4
21946,0
21947,1
21953,7
21959,7
21969,0
21972,5
21975,6
21978,6
21979,4
21996,7
22001,7
22016,5
22017,5
22022,1
22028,6
22029,1
22033,7
22034,6
22037,5
22040,7
22042,7
22044,5
22045,7
22048,6
22054,1
22056,0
22057,7
22058,6
22065,4
22069,5
22073,0
22075,5
22077,4
22080,5
22082,7
22084,7
22085,7
22087,5
22089,7
22092,3
22093,5
22097,6
22099,6
22100,6
22101,7
22109,7
22111,7
22113,7
22114,6
22115,7
22117,2
22118,2
22128,7
22131,7
22132,5
22139,7
22140,7
22144,5
22158,0
22161,6
22162,7
22163,3
22164,4
22172,5
22176,0
22179,7
22181,7
22182,7
22184,7
22185,6
22187,5
22188,6
22196,5
22197,7
22213,5
22221,2
22222,7
22223,7
22225,6
22226,4
22227,4
22236,7
22238,3
22239,7
22241,6
22243,1
22244,4
22248,5
22253,7
22255,5
22257,2
22259,7
22267,3
22269,5
22271,5
22272,7
22273,5
22276,1
22279,4
22281,1
22286,7
22288,7
22292,7
22300,7
22301,1
22308,0
22317,7
22318,5
22321,5
22322,7
22328,4
22329,5
22331,7
22333,7
22334,7
22337,5
22338,6
22342,7
22346,1
22348,7
22354,7
22358,7
22359,1
22361,7
22368,0
22369,5
22370,7
22372,6
22375,7
22376,7
22378,7
22379,7
22381,1
22382,3
22394,7
22404,7
22405,7
22406,5
22410,7
22413,4
22420,4
22423,6
22425,4
22428,5
22431,5
22434,7
22440,4
22449,6
22452,6
22453,7
22458,5
22459,6
22464,1
22466,7
22475,6
22480,6
22482,5
22486,7
22487,1
22489,5
22490,6
22493,4
22494,4
22496,7
22500,4
22506,6
22516,7
22520,5
22527,7
22530,5
22534,4
22535,5
22544,5
22546,5
22547,7
22557,7
22559,4
22561,4
22566,5
22567,7
22570,4
22574,5
22584,7
22588,7
22589,7
22590,0
22591,5
22592,7
22596,5
22598,1
22600,1
22602,5
22603,7
22604,1
22610,5
